,gesamtmiete,pred
14132,550.0,459.7
10916,380.0,533.5
8525,580.0,386.8
5797,699.0,686.8
1526,500.0,462.7
9390,573.0,554.5
10276,450.0,428.2
14238,600.0,571.4
1885,500.0,534.0
5083,460.0,512.2
1056,600.0,459.4
3792,500.0,560.2
10427,359.0,424.1
12078,300.0,464.0
5242,700.0,455.3
4034,373.0,375.9
13784,450.0,522.9
2748,500.0,593.9
2185,450.0,615.2
8645,360.0,399.5
7276,576.0,537.3
5082,590.0,521.6
11446,430.0,460.2
11301,435.0,353.3
8303,680.0,680.7
7183,357.0,447.3
353,600.0,719.1
3545,380.0,388.5
5262,510.0,535.8
2234,553.0,619.2
212,585.0,489.1
1999,550.0,514.8
9892,400.0,472.2
11435,640.0,574.0
14033,395.0,490.8
1843,420.0,434.0
11541,410.0,477.2
9410,328.0,415.9
12345,433.0,498.6
4803,315.0,498.5
3401,471.0,512.7
1488,530.0,429.0
9731,400.0,515.8
5963,487.0,440.0
6398,400.0,463.9
1165,450.0,436.2
4873,600.0,602.4
940,351.0,362.3
10563,750.0,661.8
12350,710.0,633.9
8942,530.0,542.1
9601,360.0,376.2
10703,425.0,465.9
2137,450.0,468.0
11701,650.0,493.4
6538,552.0,465.8
8336,500.0,468.1
9629,435.0,456.5
10366,450.0,433.1
453,360.0,353.6
9101,691.0,686.8
9541,650.0,639.9
8150,430.0,544.2
3828,420.0,544.1
378,640.0,579.1
10349,480.0,482.4
7268,550.0,505.9
11900,700.0,689.7
9926,340.0,399.8
7088,580.0,519.2
4932,426.0,483.0
5101,570.0,542.9
341,700.0,695.5
12037,320.0,443.2
2383,780.0,730.7
226,720.0,609.5
9188,380.0,450.8
5243,420.0,445.2
10109,600.0,537.5
2552,400.0,456.0
13873,430.0,408.7
3980,440.0,418.2
11008,321.0,330.4
8956,520.0,546.7
4417,530.0,534.3
4616,470.0,358.2
3853,475.0,538.0
11324,257.0,338.7
11883,400.0,463.9
14242,500.0,606.8
2787,450.0,437.5
6961,500.0,500.9
6365,450.0,568.0
8432,360.0,410.3
1222,460.0,436.2
6514,399.0,464.1
5990,480.0,492.3
233,590.0,614.4
10328,389.0,425.4
19,350.0,466.7
2913,513.0,464.5
12695,730.0,516.9
14024,690.0,526.0
11058,397.0,379.1
11726,440.0,467.6
7941,178.0,332.1
7739,502.0,406.9
162,620.0,647.5
1961,410.0,553.6
14320,500.0,503.1
10405,530.0,423.9
8216,300.0,330.9
1053,600.0,490.0
587,635.0,429.0
12965,315.0,421.7
4101,520.0,526.7
3852,730.0,616.6
2734,420.0,561.3
7733,388.0,428.9
10401,400.0,423.9
12685,525.0,521.9
5253,650.0,522.6
7272,560.0,599.9
5110,640.0,657.4
4832,433.0,479.5
5036,320.0,430.5
8289,305.0,390.2
8717,530.0,451.5
8444,345.0,347.4
3145,600.0,480.3
13320,560.0,478.5
1860,280.0,391.0
3355,550.0,595.8
12913,450.0,564.7
11285,430.0,449.1
9219,960.0,645.3
11244,480.0,433.5
1468,450.0,464.4
11510,338.0,415.4
6738,540.0,477.5
7428,385.0,476.4
10804,360.0,378.9
1137,470.0,450.9
2111,690.0,555.5
3629,500.0,604.3
3954,365.0,549.4
8435,343.0,371.5
5170,500.0,540.6
13999,750.0,767.6
2382,560.0,521.5
10844,445.0,493.4
3066,339.0,380.0
10122,590.0,537.5
8965,440.0,429.0
13822,400.0,524.6
7722,400.0,388.6
9769,340.0,465.5
13363,632.0,585.9
369,520.0,545.7
6221,350.0,434.4
5978,489.0,471.9
13721,560.0,490.0
450,700.0,563.5
13989,400.0,479.7
12127,550.0,521.1
10707,327.0,423.3
552,330.0,565.1
8120,450.0,436.3
6617,318.0,350.0
8972,470.0,472.3
5377,396.0,516.5
8005,469.0,407.8
14191,420.0,468.3
6613,280.0,326.7
992,450.0,431.0
7808,460.0,428.6
3258,440.0,464.7
1293,475.0,499.5
10645,405.0,472.5
7741,440.0,425.1
11692,550.0,454.8
11788,520.0,455.5
8156,550.0,395.8
8083,575.0,537.8
8267,630.0,568.2
9276,475.0,447.2
3488,550.0,470.0
1376,475.0,381.8
11624,550.0,511.7
8922,535.0,629.4
4178,640.0,554.0
1582,665.0,681.2
12931,460.0,441.1
4273,700.0,644.1
13000,470.0,387.4
14260,550.0,606.9
3702,525.0,568.2
9181,430.0,467.5
982,600.0,567.0
13934,380.0,442.5
5819,529.0,468.7
8379,400.0,399.5
1254,580.0,493.3
3013,380.0,454.6
10653,390.0,424.9
13659,420.0,457.8
9529,620.0,516.2
9045,631.0,600.4
12817,400.0,534.5
1120,700.0,633.8
4458,615.0,537.0
11270,565.0,470.0
5,570.0,507.2
7199,560.0,588.8
3633,750.0,748.0
7631,360.0,408.1
7541,550.0,487.3
13403,466.0,484.8
7187,450.0,451.5
9504,500.0,494.1
6777,555.0,516.0
11672,325.0,432.4
13614,448.0,489.2
8184,450.0,426.3
13413,485.0,342.0
5352,695.0,560.9
13249,350.0,494.8
2264,394.0,494.0
13783,600.0,566.3
11710,430.0,470.9
13740,690.0,663.1
5252,820.0,559.9
1131,526.0,418.6
8735,299.0,491.2
10165,400.0,442.7
11682,520.0,485.5
14067,455.0,477.2
2321,525.0,537.2
11322,420.0,469.1
8234,470.0,497.5
7485,460.0,441.4
2221,480.0,459.2
2052,360.0,429.4
2642,570.0,669.3
12524,290.0,253.2
12946,786.0,693.2
909,410.0,444.3
11725,375.0,419.5
11562,490.0,580.0
5013,600.0,621.6
8047,600.0,593.8
6167,499.0,534.1
11844,660.0,592.8
8255,550.0,657.0
8893,593.0,623.2
2108,510.0,492.3
3929,360.0,461.1
7681,450.0,459.7
14065,410.0,466.8
11252,651.0,517.5
3432,580.0,486.6
7864,450.0,467.2
10270,250.0,328.0
11207,475.0,441.9
12089,500.0,435.8
7482,395.0,418.5
4325,457.0,567.4
2878,690.0,519.6
13904,535.0,500.6
680,250.0,492.3
1925,386.0,389.3
10608,449.0,466.3
713,450.0,498.6
7535,400.0,389.2
8402,510.0,521.1
2850,350.0,449.2
7607,500.0,540.8
3674,850.0,651.2
12742,420.0,426.4
12264,628.0,553.4
5777,525.0,572.6
13081,380.0,457.0
13069,460.0,528.9
6501,525.0,475.4
1499,400.0,454.9
5894,440.0,469.1
6993,674.0,577.8
550,790.0,566.9
1431,510.0,410.9
13430,375.0,378.3
1907,600.0,525.2
1076,390.0,454.3
12447,520.0,476.8
13510,398.0,509.2
9549,390.0,442.1
12668,550.0,570.6
13688,440.0,435.0
12506,800.0,492.6
9728,490.0,485.6
7404,480.0,459.0
7449,450.0,404.9
13909,350.0,408.7
7141,430.0,400.4
3117,550.0,470.2
12266,680.0,569.5
2175,570.0,594.2
8163,520.0,495.1
1301,297.0,366.1
1439,425.0,580.8
5069,400.0,368.1
8197,340.0,482.7
12711,450.0,407.6
2123,875.0,702.5
5067,589.0,579.4
4289,720.0,529.4
11170,470.0,408.3
3130,750.0,475.2
716,318.0,437.1
11408,480.0,431.1
1269,340.0,426.0
14355,400.0,398.5
11460,350.0,430.2
13206,499.0,492.4
3974,490.0,445.0
13011,400.0,426.2
10473,400.0,517.1
7716,362.0,433.0
6876,580.0,527.9
3621,430.0,468.5
1544,560.0,444.8
2909,539.0,532.3
5485,520.0,466.4
4203,380.0,380.3
2630,200.0,384.8
11806,550.0,531.3
3237,550.0,439.0
7445,380.0,458.6
10106,325.0,414.5
14111,704.0,630.2
12961,490.0,494.9
13544,680.0,646.9
11614,560.0,510.5
4819,450.0,476.3
2188,490.0,569.2
8586,380.0,443.9
690,620.0,650.3
13892,440.0,420.2
7924,338.0,335.0
5286,680.0,583.1
5368,420.0,402.4
3821,750.0,629.0
1509,650.0,560.9
924,395.0,409.6
9867,439.0,460.2
9964,490.0,451.7
4242,685.0,543.3
7398,405.0,402.9
10163,450.0,521.1
4531,350.0,419.4
11056,550.0,514.1
14405,580.0,515.6
4862,340.0,490.0
4476,400.0,425.2
4060,530.0,502.7
9200,390.0,418.7
6951,225.0,525.5
2596,600.0,600.2
6268,448.0,395.6
1970,475.0,446.0
4706,685.0,732.5
7869,525.0,513.2
12288,490.0,470.9
13072,480.0,526.0
773,430.0,494.6
6714,390.0,520.1
6,400.0,537.8
518,890.0,645.9
8241,348.0,428.5
6664,520.0,512.8
397,328.0,418.0
9008,333.0,456.0
998,435.0,444.7
9553,505.0,436.1
7606,480.0,483.8
8057,595.0,611.2
6121,460.0,406.8
11477,580.0,553.0
11045,320.0,305.8
3967,500.0,491.7
2609,561.0,573.6
13215,480.0,408.5
5542,250.0,471.9
8033,595.0,520.1
14352,600.0,596.1
8720,650.0,517.3
11060,670.0,499.7
13644,450.0,502.5
14489,550.0,519.6
7459,350.0,449.9
9201,500.0,532.5
2363,700.0,597.9
12363,590.0,600.9
9251,499.0,496.6
3462,850.0,558.6
6298,450.0,420.5
6511,510.0,444.8
10394,365.0,423.6
204,650.0,633.4
7043,450.0,526.5
5942,450.0,416.9
9196,576.0,482.9
7720,520.0,494.3
7178,450.0,511.4
10745,380.0,455.5
13405,270.0,321.9
2779,430.0,398.1
3261,420.0,455.2
516,550.0,566.3
11649,500.0,516.6
4370,650.0,449.5
7074,550.0,561.9
3548,410.0,471.5
5671,465.0,526.3
3053,650.0,698.1
7020,550.0,597.5
8157,600.0,598.1
1472,1000.0,751.5
5482,650.0,457.6
7858,554.0,481.5
4173,330.0,370.7
9248,200.0,522.5
14269,620.0,624.7
10624,560.0,531.7
5873,490.0,491.5
10627,450.0,480.6
4378,500.0,572.0
794,290.0,311.7
11650,710.0,492.3
5284,390.0,480.3
1048,499.0,435.9
13750,509.0,486.4
6677,374.0,407.4
5446,750.0,597.4
4327,540.0,540.8
13409,585.0,586.7
7314,355.0,463.2
4216,495.0,563.6
10999,322.0,308.1
7409,540.0,453.9
11733,500.0,457.1
12317,730.0,692.7
3213,600.0,605.1
316,550.0,523.4
7240,350.0,473.9
1049,450.0,440.7
1159,300.0,365.5
13381,400.0,395.8
11209,517.0,422.5
4045,520.0,508.2
10949,450.0,458.5
11820,350.0,455.7
4183,640.0,545.7
6242,560.0,548.2
10195,550.0,511.3
13961,460.0,421.8
10402,369.0,356.0
1868,470.0,460.1
7366,500.0,437.1
10330,410.0,380.4
12623,580.0,499.9
9445,515.0,488.8
14117,830.0,676.4
11648,365.0,449.9
13263,380.0,466.9
6948,450.0,591.3
10909,525.0,525.8
13863,320.0,282.3
14351,695.0,626.5
7544,360.0,418.6
13047,450.0,371.9
14113,450.0,429.0
10281,300.0,568.5
504,360.0,355.4
14494,530.0,531.9
1106,450.0,452.5
1205,540.0,494.6
7421,400.0,400.6
11931,220.0,573.2
6696,470.0,481.2
11975,530.0,487.5
11369,430.0,466.0
3570,650.0,636.3
9619,335.0,382.8
10120,650.0,618.7
7923,300.0,461.8
2306,200.0,425.4
11834,633.0,573.2
9295,400.0,508.6
13059,441.0,494.3
362,694.0,659.8
13074,600.0,615.4
13979,390.0,428.9
7990,450.0,430.7
4344,620.0,582.5
632,400.0,446.9
761,415.0,441.3
6171,450.0,420.3
2268,660.0,604.8
2763,305.0,327.9
2413,630.0,618.3
6512,410.0,414.4
1994,400.0,486.2
8232,390.0,509.2
11254,550.0,423.3
11782,650.0,528.4
12065,430.0,446.6
2723,570.0,603.3
9543,550.0,518.1
14229,800.0,688.0
14268,500.0,595.6
5224,695.0,698.2
3680,750.0,451.5
13225,207.0,291.5
7393,553.0,405.0
8055,535.0,489.9
2399,660.0,655.6
1854,970.0,702.6
11302,330.0,450.5
7577,395.0,392.6
4441,490.0,435.3
5460,650.0,619.7
6518,500.0,455.8
14184,500.0,542.3
10806,510.0,529.2
11299,400.0,465.6
2761,470.0,466.6
2569,415.0,435.0
3424,490.0,462.6
8730,500.0,511.4
9846,390.0,432.3
9370,680.0,671.6
4480,500.0,517.7
6810,350.0,378.0
8857,550.0,556.6
13226,500.0,385.2
13151,350.0,520.4
12365,550.0,443.8
5843,350.0,384.1
5856,500.0,453.6
5077,695.0,679.2
4727,620.0,585.5
10947,310.0,407.1
5874,382.0,460.6
7016,520.0,530.4
245,780.0,626.9
14197,700.0,574.3
4217,450.0,414.8
8198,535.0,463.3
14474,328.0,465.5
4693,450.0,420.9
5902,320.0,379.0
12700,450.0,460.6
7588,429.0,457.1
9999,480.0,525.6
12458,426.0,501.4
3864,467.0,523.7
8959,655.0,632.7
9539,540.0,523.8
1110,350.0,412.0
6166,425.0,467.6
8433,471.0,369.0
1744,700.0,509.8
11331,320.0,458.2
11659,655.0,577.4
48,360.0,333.8
12532,250.0,284.2
10104,250.0,480.9
11414,500.0,423.0
8550,295.0,395.8
4637,590.0,491.3
129,750.0,635.0
2505,580.0,592.8
11668,280.0,426.3
7440,450.0,493.7
7462,430.0,449.6
12572,490.0,574.3
1469,510.0,503.5
12279,590.0,534.7
8761,380.0,497.5
318,550.0,523.4
14217,730.0,518.1
10121,570.0,546.0
5201,620.0,529.3
12970,385.0,547.9
394,422.0,547.7
5212,620.0,611.2
1116,500.0,504.3
1337,550.0,539.7
5318,510.0,488.1
10111,260.0,384.3
10414,450.0,432.5
7348,450.0,479.8
7699,400.0,446.3
8122,370.0,465.9
3025,423.0,430.4
13028,550.0,521.7
382,450.0,524.7
4389,540.0,554.4
11560,470.0,488.6
2771,460.0,570.2
5898,425.0,389.0
12085,560.0,594.0
381,400.0,499.0
4633,600.0,582.5
2134,590.0,464.0
5162,350.0,542.0
14170,690.0,613.9
9628,415.0,444.2
5316,498.0,455.9
510,360.0,356.2
1456,400.0,478.9
2582,790.0,636.4
2320,780.0,718.9
10511,330.0,414.2
12119,500.0,494.3
14510,680.0,648.5
12918,490.0,482.0
310,519.0,511.1
10994,375.0,303.5
11085,330.0,392.6
9527,562.0,539.8
14425,475.0,496.8
8320,570.0,504.8
7746,365.0,444.2
2374,990.0,751.4
8113,400.0,426.7
3777,365.0,396.1
12734,620.0,521.5
8385,250.0,411.2
14085,520.0,623.2
5655,600.0,561.9
8028,510.0,441.9
9862,622.0,637.4
13341,370.0,417.1
11528,345.0,485.3
6820,760.0,749.4
5373,500.0,584.0
9182,615.0,653.0
3373,545.0,470.6
9898,315.0,322.5
6037,320.0,448.1
8903,500.0,516.8
9122,420.0,438.6
12597,256.0,366.9
9589,500.0,448.7
12303,350.0,448.9
2652,660.0,621.7
328,460.0,553.3
9937,560.0,520.8
9836,450.0,553.1
10309,379.0,395.5
609,360.0,392.3
2103,550.0,475.3
2663,466.0,416.6
7705,400.0,478.8
3311,352.0,428.6
8861,600.0,581.3
8134,360.0,479.0
4617,545.0,504.7
196,650.0,648.0
6805,300.0,439.6
2042,550.0,406.6
8095,535.0,521.6
7109,450.0,510.1
8616,670.0,464.7
7375,336.0,444.6
14,450.0,475.7
10612,350.0,417.8
13852,390.0,430.8
8829,520.0,607.4
8492,550.0,533.0
14135,617.0,655.6
4575,520.0,506.7
11243,579.0,504.9
2666,500.0,410.4
7989,340.0,353.9
2089,925.0,665.6
8916,575.0,523.3
25,450.0,445.9
4543,360.0,457.3
7836,450.0,546.7
11013,407.0,335.0
14223,640.0,628.8
14411,750.0,702.9
1429,700.0,519.2
8736,450.0,503.1
7198,1050.0,758.7
148,600.0,624.1
4496,350.0,492.8
5710,550.0,563.5
2590,400.0,500.4
8662,514.0,550.8
497,590.0,468.0
3676,408.0,480.9
11319,535.0,443.3
10630,875.0,794.7
1411,620.0,552.8
9490,650.0,684.2
5702,500.0,537.6
10375,390.0,440.2
9323,640.0,582.1
1152,410.0,443.6
7003,490.0,559.5
1574,490.0,512.3
10556,410.0,454.3
13035,256.0,268.0
9774,387.0,501.5
10584,690.0,603.1
7726,473.0,407.6
13276,450.0,541.1
5766,525.0,524.4
1505,750.0,675.8
12406,470.0,504.0
1879,480.0,495.5
12461,430.0,366.6
488,360.0,427.0
3499,590.0,589.8
10102,620.0,601.4
6096,650.0,582.4
12376,480.0,499.7
1126,300.0,439.9
3487,590.0,589.8
9919,250.0,533.0
1432,560.0,556.8
13649,400.0,407.8
9618,420.0,433.2
47,690.0,636.4
12724,720.0,558.0
13576,350.0,376.9
12964,980.0,594.7
4897,418.0,448.6
1745,570.0,550.1
11500,550.0,490.6
4357,470.0,491.7
11489,650.0,610.3
13588,370.0,403.8
12449,680.0,486.2
3301,550.0,474.5
8643,450.0,420.9
1965,310.0,424.1
2625,300.0,376.4
1092,387.0,477.8
11427,550.0,472.6
1641,400.0,407.1
7013,603.0,556.4
3377,670.0,598.6
845,680.0,545.0
10054,535.0,543.9
12646,566.0,493.6
4779,650.0,567.3
12039,600.0,487.9
2977,430.0,544.4
14271,350.0,415.6
11957,385.0,572.5
13479,415.0,366.8
3655,650.0,543.3
2935,323.0,380.9
13596,260.0,303.1
8619,390.0,419.8
2915,540.0,488.7
10547,440.0,449.4
12018,700.0,656.4
8918,400.0,625.9
9495,690.0,622.7
12430,520.0,553.4
5449,600.0,461.4
10424,370.0,383.4
3250,398.0,374.0
7827,425.0,414.3
10506,525.0,509.2
843,520.0,509.7
2186,570.0,586.9
14029,550.0,598.7
11378,650.0,592.0
6560,380.0,339.7
6623,250.0,342.1
13679,470.0,507.9
8957,500.0,449.9
6773,350.0,443.6
6911,900.0,609.2
9976,575.0,572.5
2905,325.0,425.1
12866,400.0,454.9
5319,650.0,636.5
1903,475.0,463.9
9183,600.0,504.1
10432,399.0,430.5
3159,390.0,477.4
1149,420.0,409.9
10724,430.0,386.9
4937,465.0,512.3
2109,525.0,457.7
12463,480.0,395.8
10784,500.0,417.4
13690,550.0,512.2
2177,650.0,556.1
8502,350.0,380.0
9929,390.0,411.3
491,550.0,515.5
5718,550.0,539.5
3687,430.0,364.6
8825,400.0,496.0
7311,490.0,572.2
1833,530.0,603.4
786,360.0,332.7
2100,530.0,516.5
11693,325.0,418.5
8015,600.0,440.0
13592,600.0,547.6
6783,361.0,368.8
6366,350.0,416.1
11220,570.0,465.6
11297,510.0,417.8
13156,600.0,538.5
4038,550.0,449.3
12864,470.0,457.5
12956,490.0,538.0
8282,490.0,486.3
9961,600.0,470.5
279,350.0,360.2
11413,325.0,426.8
2699,520.0,513.4
14547,579.0,539.0
10832,420.0,591.6
4174,317.0,428.6
2691,600.0,607.0
8307,580.0,493.5
4919,680.0,620.7
5293,640.0,654.5
5147,450.0,337.3
661,450.0,493.5
7435,360.0,378.3
9740,425.0,475.6
6760,430.0,438.4
9485,500.0,492.7
6781,385.0,350.5
3932,470.0,388.9
13346,500.0,560.3
3296,820.0,736.0
11549,620.0,503.7
8292,588.0,596.8
5121,380.0,418.1
479,650.0,653.7
13401,450.0,481.9
8607,370.0,355.2
2510,490.0,426.5
6259,400.0,517.8
13663,690.0,667.9
6220,375.0,395.6
417,780.0,768.3
9242,450.0,520.5
291,450.0,375.7
14087,320.0,501.1
6656,595.0,547.7
12309,280.0,410.0
4946,250.0,498.2
9426,294.0,344.7
5444,810.0,667.4
13446,240.0,221.6
6787,470.0,465.3
7844,570.0,477.8
187,460.0,455.6
3096,400.0,366.2
387,780.0,541.5
8620,532.0,600.1
5991,270.0,446.2
6995,430.0,432.4
6479,498.0,505.9
1664,610.0,562.1
9303,435.0,455.0
9663,480.0,461.4
8161,280.0,422.8
2665,350.0,400.2
6388,350.0,434.5
13314,595.0,557.2
4457,550.0,335.1
1014,385.0,411.0
9026,350.0,375.2
10867,420.0,468.9
8077,600.0,525.2
10915,680.0,553.2
5302,468.0,415.2
2819,480.0,481.2
6702,475.0,538.9
11858,400.0,453.0
13262,500.0,533.4
10317,349.0,361.7
8458,340.0,384.8
4478,500.0,561.9
6405,464.0,472.8
14541,560.0,525.5
11637,570.0,461.1
10768,420.0,431.0
298,600.0,468.0
9462,492.0,485.4
12381,360.0,512.6
9043,680.0,471.8
8688,499.0,521.0
14465,480.0,487.2
3437,680.0,646.8
13433,670.0,627.8
11875,295.0,349.7
3325,650.0,654.7
5981,478.0,519.0
9787,400.0,398.0
8052,560.0,598.7
4308,480.0,438.4
579,480.0,443.8
4022,550.0,547.2
1012,380.0,448.5
8000,490.0,495.9
14338,440.0,448.9
224,720.0,569.8
1826,650.0,610.3
133,500.0,721.1
9638,270.0,576.1
5171,550.0,494.8
9432,360.0,469.9
1407,550.0,584.1
12625,345.0,389.0
7251,498.0,555.5
10119,320.0,456.5
9924,455.0,459.0
14226,425.0,489.3
10411,400.0,429.2
4382,490.0,716.5
11837,275.0,434.6
13881,320.0,458.4
3995,650.0,664.4
11857,600.0,523.3
248,400.0,493.2
8766,650.0,584.3
9287,570.0,506.8
10642,560.0,540.3
10212,360.0,332.6
4192,387.0,447.2
14074,620.0,594.1
2864,373.0,397.4
2278,580.0,586.0
8841,400.0,468.8
5944,450.0,426.9
14300,730.0,644.5
12702,270.0,247.4
8369,460.0,543.4
4866,534.0,476.8
6608,440.0,449.6
6646,470.0,464.9
3664,450.0,487.4
46,433.0,482.5
1062,340.0,391.8
7853,450.0,415.2
2165,550.0,588.3
3783,500.0,549.4
8886,500.0,533.1
5712,370.0,595.9
8543,400.0,440.5
10541,590.0,605.0
13794,570.0,549.1
1,600.0,532.1
201,830.0,659.8
14281,550.0,447.7
9384,670.0,571.0
735,370.0,468.2
3617,620.0,602.5
6251,490.0,564.7
4000,360.0,433.6
11194,499.0,520.7
1153,500.0,554.3
850,663.0,656.5
4732,495.0,430.2
4083,430.0,437.0
7809,450.0,415.0
13431,380.0,455.1
8991,500.0,538.5
1200,589.0,546.2
11007,450.0,465.1
4737,550.0,525.0
11878,590.0,568.8
13367,320.0,451.8
3753,510.0,506.9
5152,460.0,519.0
7691,459.0,366.7
3134,380.0,376.0
1399,380.0,479.4
13821,450.0,512.8
3019,600.0,605.1
5326,530.0,462.8
10154,560.0,568.7
1572,540.0,558.9
5563,481.0,508.5
4117,400.0,462.0
14014,500.0,495.6
8776,370.0,368.5
12732,490.0,449.9
1599,510.0,563.4
6430,275.0,293.9
1055,615.0,573.3
3403,480.0,448.9
13009,642.0,562.2
10906,420.0,421.2
9421,390.0,398.8
14127,362.0,432.6
11441,500.0,447.6
11035,550.0,461.9
1492,400.0,463.6
5759,500.0,571.4
14349,400.0,458.3
10371,470.0,410.7
10564,641.0,640.9
3394,465.0,558.0
12519,260.0,247.5
869,775.0,623.5
10460,249.0,427.6
493,700.0,372.3
9850,830.0,528.6
9974,575.0,592.2
14236,780.0,583.4
7804,650.0,439.6
892,453.0,538.7
8410,490.0,457.2
8905,550.0,568.9
6454,260.0,337.3
13305,500.0,509.6
1613,400.0,439.9
3369,650.0,506.8
11504,480.0,515.2
11819,450.0,562.4
4133,460.0,450.8
851,690.0,576.9
465,620.0,463.7
13204,282.0,331.2
14201,470.0,444.9
9617,550.0,580.1
3328,550.0,490.0
12122,480.0,459.0
2216,450.0,521.0
14169,730.0,673.9
5800,500.0,554.3
8648,320.0,430.5
13339,364.0,409.2
14058,900.0,479.7
13083,540.0,388.0
11623,550.0,525.2
11519,430.0,502.4
9622,360.0,448.4
654,360.0,363.7
14344,440.0,466.1
11452,700.0,468.1
4062,570.0,465.1
12914,600.0,608.3
3581,720.0,644.0
2832,280.0,459.1
1525,615.0,512.0
5884,510.0,600.4
8126,650.0,549.8
7120,470.0,598.8
9625,475.0,485.5
12103,540.0,520.7
1290,429.0,384.2
1964,800.0,573.8
466,710.0,657.5
7127,570.0,567.9
1486,400.0,410.9
11749,490.0,455.3
3535,590.0,589.8
7811,570.0,528.3
13257,200.0,468.8
6860,500.0,531.7
2686,350.0,422.2
2202,805.0,679.5
8396,580.0,468.1
12105,450.0,410.9
8355,400.0,469.5
11765,750.0,624.5
